"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLC5PUS","198213","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198301","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198302","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198303","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198304","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198305","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198306","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198307","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198308","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198309","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198310","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198311","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198312","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198313","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198401","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198402","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198403","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198404","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198405","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198406","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198407","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198408","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198409","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198410","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198411","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198412","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198413","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198501","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198502","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198503","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198504","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198505","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198506","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198507","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198508","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198509","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198510","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198511","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198512","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198513","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198601","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198602","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198603","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198604","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198605","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198606","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198607","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198608","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198609","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198610","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198611","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198612","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198613","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198701","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198702","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198703","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198704","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198705","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198706","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198707","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198708","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198709","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
