,time,date,day_of_week,hour,holiday,"load(d-1,h)","load(d-7,h)",avg_load(d-1),"price(d-1,h)","price(d-7,h)",avg_price(d-1),load,price
168,2020-11-08 01:00:00,2020-11-08,7,1,0,4127.0,4301.0,4527.666666666667,1.74,25.75,6.421666666666667,4104.0,5.51
169,2020-11-08 02:00:00,2020-11-08,7,2,0,4008.0,4010.0,4527.666666666667,6.49,27.39,6.421666666666667,3968.0,4.86
170,2020-11-08 03:00:00,2020-11-08,7,3,0,3898.0,3943.0,4527.666666666667,4.77,20.48,6.421666666666667,3874.0,0.7
171,2020-11-08 04:00:00,2020-11-08,7,4,0,3848.0,3926.0,4527.666666666667,4.22,19.39,6.421666666666667,3802.0,4.63
172,2020-11-08 05:00:00,2020-11-08,7,5,0,3841.0,3919.0,4527.666666666667,6.49,19.82,6.421666666666667,3775.0,4.6
173,2020-11-08 06:00:00,2020-11-08,7,6,0,3879.0,3964.0,4527.666666666667,6.53,5.61,6.421666666666667,3834.0,4.84
174,2020-11-08 07:00:00,2020-11-08,7,7,0,4044.0,4071.0,4527.666666666667,7.55,5.64,6.421666666666667,3906.0,3.23
175,2020-11-08 08:00:00,2020-11-08,7,8,0,4236.0,4243.0,4527.666666666667,7.52,7.33,6.421666666666667,4087.0,1.96
176,2020-11-08 09:00:00,2020-11-08,7,9,0,4414.0,4447.0,4527.666666666667,7.55,1.78,6.421666666666667,4255.0,1.96
177,2020-11-08 10:00:00,2020-11-08,7,10,0,4574.0,4596.0,4527.666666666667,5.62,5.22,6.421666666666667,4431.0,5.27
178,2020-11-08 11:00:00,2020-11-08,7,11,0,4744.0,4734.0,4527.666666666667,5.12,4.63,6.421666666666667,4577.0,5.77
179,2020-11-08 12:00:00,2020-11-08,7,12,0,4831.0,4874.0,4527.666666666667,5.34,1.25,6.421666666666667,4724.0,7.78
180,2020-11-08 13:00:00,2020-11-08,7,13,0,4910.0,5003.0,4527.666666666667,7.39,-0.84,6.421666666666667,4825.0,8.11
181,2020-11-08 14:00:00,2020-11-08,7,14,0,4904.0,5035.0,4527.666666666667,6.3,30.1,6.421666666666667,4812.0,10.6
182,2020-11-08 15:00:00,2020-11-08,7,15,0,4915.0,5064.0,4527.666666666667,7.42,39.79,6.421666666666667,4871.0,11.41
183,2020-11-08 16:00:00,2020-11-08,7,16,0,4911.0,5121.0,4527.666666666667,7.01,19.62,6.421666666666667,4861.0,13.69
184,2020-11-08 17:00:00,2020-11-08,7,17,0,5020.0,5162.0,4527.666666666667,3.02,-8.53,6.421666666666667,4975.0,16.06
185,2020-11-08 18:00:00,2020-11-08,7,18,0,5077.0,5250.0,4527.666666666667,13.83,36.11,6.421666666666667,5122.0,22.1
186,2020-11-08 19:00:00,2020-11-08,7,19,0,5058.0,5217.0,4527.666666666667,7.72,23.89,6.421666666666667,5057.0,20.44
187,2020-11-08 20:00:00,2020-11-08,7,20,0,4975.0,5126.0,4527.666666666667,14.47,1.16,6.421666666666667,4984.0,14.39
188,2020-11-08 21:00:00,2020-11-08,7,21,0,4837.0,4986.0,4527.666666666667,8.58,-8.58,6.421666666666667,4862.0,12.71
189,2020-11-08 22:00:00,2020-11-08,7,22,0,4726.0,4794.0,4527.666666666667,7.01,2.23,6.421666666666667,4712.0,6.44
190,2020-11-08 23:00:00,2020-11-08,7,23,0,4526.0,4567.0,4527.666666666667,6.13,11.99,6.421666666666667,4444.0,8.88
191,2020-11-09 00:00:00,2020-11-09,1,24,0,4324.0,4346.0,4466.083333333333,96.62,6.16,12.19,4252.0,5.79
192,2020-11-09 01:00:00,2020-11-09,1,1,0,4104.0,4166.0,4466.083333333333,5.51,-3.23,12.19,4042.0,4.9
193,2020-11-09 02:00:00,2020-11-09,1,2,0,3968.0,4040.0,4466.083333333333,4.86,-2.38,12.19,3942.0,1.74
194,2020-11-09 03:00:00,2020-11-09,1,3,0,3874.0,3954.0,4466.083333333333,0.7,-3.35,12.19,3835.0,5.13
195,2020-11-09 04:00:00,2020-11-09,1,4,0,3802.0,3982.0,4466.083333333333,4.63,19.98,12.19,3809.0,4.37
196,2020-11-09 05:00:00,2020-11-09,1,5,0,3775.0,4051.0,4466.083333333333,4.6,1.9,12.19,3843.0,4.38
197,2020-11-09 06:00:00,2020-11-09,1,6,0,3834.0,4345.0,4466.083333333333,4.84,17.64,12.19,4105.0,4.66
198,2020-11-09 07:00:00,2020-11-09,1,7,0,3906.0,4761.0,4466.083333333333,3.23,13.63,12.19,4512.0,10.71
199,2020-11-09 08:00:00,2020-11-09,1,8,0,4087.0,5179.0,4466.083333333333,1.96,22.31,12.19,4936.0,12.49
200,2020-11-09 09:00:00,2020-11-09,1,9,0,4255.0,5454.0,4466.083333333333,1.96,26.77,12.19,5212.0,12.63
201,2020-11-09 10:00:00,2020-11-09,1,10,0,4431.0,5639.0,4466.083333333333,5.27,33.58,12.19,5366.0,12.38
202,2020-11-09 11:00:00,2020-11-09,1,11,0,4577.0,5706.0,4466.083333333333,5.77,33.24,12.19,5454.0,6.62
203,2020-11-09 12:00:00,2020-11-09,1,12,0,4724.0,5711.0,4466.083333333333,7.78,28.46,12.19,5547.0,4.78
204,2020-11-09 13:00:00,2020-11-09,1,13,0,4825.0,5733.0,4466.083333333333,8.11,26.99,12.19,5617.0,0.66
205,2020-11-09 14:00:00,2020-11-09,1,14,0,4812.0,5727.0,4466.083333333333,10.6,27.07,12.19,5714.0,5.31
206,2020-11-09 15:00:00,2020-11-09,1,15,0,4871.0,5694.0,4466.083333333333,11.41,18.25,12.19,5692.0,18.56
207,2020-11-09 16:00:00,2020-11-09,1,16,0,4861.0,5726.0,4466.083333333333,13.69,24.05,12.19,5694.0,18.27
208,2020-11-09 17:00:00,2020-11-09,1,17,0,4975.0,5882.0,4466.083333333333,16.06,24.64,12.19,5783.0,-12.07
209,2020-11-09 18:00:00,2020-11-09,1,18,0,5122.0,5994.0,4466.083333333333,22.1,29.82,12.19,5847.0,4.76
210,2020-11-09 19:00:00,2020-11-09,1,19,0,5057.0,5819.0,4466.083333333333,20.44,26.05,12.19,5610.0,13.6
211,2020-11-09 20:00:00,2020-11-09,1,20,0,4984.0,5669.0,4466.083333333333,14.39,19.85,12.19,5413.0,18.74
212,2020-11-09 21:00:00,2020-11-09,1,21,0,4862.0,5436.0,4466.083333333333,12.71,14.19,12.19,5185.0,11.51
213,2020-11-09 22:00:00,2020-11-09,1,22,0,4712.0,5215.0,4466.083333333333,6.44,21.43,12.19,4959.0,5.33
214,2020-11-09 23:00:00,2020-11-09,1,23,0,4444.0,4907.0,4466.083333333333,8.88,8.72,12.19,4706.0,-11.99
215,2020-11-10 00:00:00,2020-11-10,2,24,0,4252.0,4519.0,4961.458333333333,5.79,6.55,6.802499999999999,4416.0,5.84
216,2020-11-10 01:00:00,2020-11-10,2,1,0,4042.0,4339.0,4961.458333333333,4.9,-2.38,6.802499999999999,4157.0,4.52
217,2020-11-10 02:00:00,2020-11-10,2,2,0,3942.0,4204.0,4961.458333333333,1.74,21.98,6.802499999999999,4015.0,1.05
218,2020-11-10 03:00:00,2020-11-10,2,3,0,3835.0,4118.0,4961.458333333333,5.13,13.68,6.802499999999999,3915.0,0.63
219,2020-11-10 04:00:00,2020-11-10,2,4,0,3809.0,4109.0,4961.458333333333,4.37,11.65,6.802499999999999,3888.0,0.63
220,2020-11-10 05:00:00,2020-11-10,2,5,0,3843.0,4179.0,4961.458333333333,4.38,-1.6,6.802499999999999,3921.0,0.63
221,2020-11-10 06:00:00,2020-11-10,2,6,0,4105.0,4455.0,4961.458333333333,4.66,5.25,6.802499999999999,4169.0,0.63
222,2020-11-10 07:00:00,2020-11-10,2,7,0,4512.0,4808.0,4961.458333333333,10.71,6.72,6.802499999999999,4563.0,-0.61
223,2020-11-10 08:00:00,2020-11-10,2,8,0,4936.0,5163.0,4961.458333333333,12.49,14.61,6.802499999999999,4990.0,4.7
224,2020-11-10 09:00:00,2020-11-10,2,9,0,5212.0,5390.0,4961.458333333333,12.63,18.83,6.802499999999999,5232.0,4.66
225,2020-11-10 10:00:00,2020-11-10,2,10,0,5366.0,5460.0,4961.458333333333,12.38,28.65,6.802499999999999,5427.0,5.32
226,2020-11-10 11:00:00,2020-11-10,2,11,0,5454.0,5562.0,4961.458333333333,6.62,27.24,6.802499999999999,5519.0,-12.2
227,2020-11-10 12:00:00,2020-11-10,2,12,0,5547.0,5593.0,4961.458333333333,4.78,30.36,6.802499999999999,5660.0,6.41
228,2020-11-10 13:00:00,2020-11-10,2,13,0,5617.0,5586.0,4961.458333333333,0.66,27.31,6.802499999999999,5728.0,4.03
229,2020-11-10 14:00:00,2020-11-10,2,14,0,5714.0,5549.0,4961.458333333333,5.31,30.93,6.802499999999999,5757.0,-12.57
230,2020-11-10 15:00:00,2020-11-10,2,15,0,5692.0,5526.0,4961.458333333333,18.56,27.84,6.802499999999999,5815.0,4.47
231,2020-11-10 16:00:00,2020-11-10,2,16,0,5694.0,5564.0,4961.458333333333,18.27,24.55,6.802499999999999,5834.0,3.34
232,2020-11-10 17:00:00,2020-11-10,2,17,0,5783.0,5725.0,4961.458333333333,-12.07,30.03,6.802499999999999,5885.0,0.66
233,2020-11-10 18:00:00,2020-11-10,2,18,0,5847.0,5843.0,4961.458333333333,4.76,39.89,6.802499999999999,5895.0,5.29
234,2020-11-10 19:00:00,2020-11-10,2,19,0,5610.0,5682.0,4961.458333333333,13.6,25.18,6.802499999999999,5693.0,4.06
235,2020-11-10 20:00:00,2020-11-10,2,20,0,5413.0,5522.0,4961.458333333333,18.74,27.92,6.802499999999999,5505.0,5.28
236,2020-11-10 21:00:00,2020-11-10,2,21,0,5185.0,5302.0,4961.458333333333,11.51,22.9,6.802499999999999,5312.0,5.74
237,2020-11-10 22:00:00,2020-11-10,2,22,0,4959.0,5058.0,4961.458333333333,5.33,22.23,6.802499999999999,5073.0,12.52
238,2020-11-10 23:00:00,2020-11-10,2,23,0,4706.0,4777.0,4961.458333333333,-11.99,18.25,6.802499999999999,4795.0,0.14
239,2020-11-11 00:00:00,2020-11-11,3,24,1,4416.0,4537.0,5048.5,5.84,16.45,2.29875,4498.0,-1.36
240,2020-11-11 01:00:00,2020-11-11,3,1,1,4157.0,4316.0,5048.5,4.52,-3.87,2.29875,4263.0,-1.99
241,2020-11-11 02:00:00,2020-11-11,3,2,1,4015.0,4125.0,5048.5,1.05,9.04,2.29875,4092.0,-10.34
242,2020-11-11 03:00:00,2020-11-11,3,3,1,3915.0,4053.0,5048.5,0.63,8.95,2.29875,4010.0,-0.86
243,2020-11-11 04:00:00,2020-11-11,3,4,1,3888.0,4018.0,5048.5,0.63,-0.04,2.29875,3965.0,-1.35
244,2020-11-11 05:00:00,2020-11-11,3,5,1,3921.0,4075.0,5048.5,0.63,11.95,2.29875,4017.0,-1.45
245,2020-11-11 06:00:00,2020-11-11,3,6,1,4169.0,4341.0,5048.5,0.63,5.83,2.29875,4213.0,-11.1
246,2020-11-11 07:00:00,2020-11-11,3,7,1,4563.0,4739.0,5048.5,-0.61,33.04,2.29875,4632.0,0.0
247,2020-11-11 08:00:00,2020-11-11,3,8,1,4990.0,5124.0,5048.5,4.7,20.83,2.29875,5044.0,4.4
248,2020-11-11 09:00:00,2020-11-11,3,9,1,5232.0,5352.0,5048.5,4.66,12.49,2.29875,5322.0,4.08
249,2020-11-11 10:00:00,2020-11-11,3,10,1,5427.0,5475.0,5048.5,5.32,18.48,2.29875,5510.0,2.68
250,2020-11-11 11:00:00,2020-11-11,3,11,1,5519.0,5468.0,5048.5,-12.2,11.77,2.29875,5625.0,1.08
251,2020-11-11 12:00:00,2020-11-11,3,12,1,5660.0,5516.0,5048.5,6.41,11.45,2.29875,5729.0,0.65
252,2020-11-11 13:00:00,2020-11-11,3,13,1,5728.0,5505.0,5048.5,4.03,10.02,2.29875,5729.0,0.66
253,2020-11-11 14:00:00,2020-11-11,3,14,1,5757.0,5510.0,5048.5,-12.57,10.84,2.29875,5791.0,0.67
254,2020-11-11 15:00:00,2020-11-11,3,15,1,5815.0,5529.0,5048.5,4.47,13.59,2.29875,5824.0,0.67
255,2020-11-11 16:00:00,2020-11-11,3,16,1,5834.0,5544.0,5048.5,3.34,8.91,2.29875,5879.0,2.65
256,2020-11-11 17:00:00,2020-11-11,3,17,1,5885.0,5659.0,5048.5,0.66,18.5,2.29875,5985.0,3.35
257,2020-11-11 18:00:00,2020-11-11,3,18,1,5895.0,5774.0,5048.5,5.29,14.45,2.29875,6015.0,3.62
258,2020-11-11 19:00:00,2020-11-11,3,19,1,5693.0,5577.0,5048.5,4.06,14.57,2.29875,5731.0,7.27
259,2020-11-11 20:00:00,2020-11-11,3,20,1,5505.0,5441.0,5048.5,5.28,21.19,2.29875,5588.0,6.99
260,2020-11-11 21:00:00,2020-11-11,3,21,1,5312.0,5215.0,5048.5,5.74,-6.45,2.29875,5347.0,10.68
261,2020-11-11 22:00:00,2020-11-11,3,22,1,5073.0,4967.0,5048.5,12.52,-9.12,2.29875,5167.0,1.28
262,2020-11-11 23:00:00,2020-11-11,3,23,1,4795.0,4678.0,5048.5,0.14,20.81,2.29875,4882.0,3.65
263,2020-11-12 00:00:00,2020-11-12,4,24,0,4498.0,4390.0,5119.083333333333,-1.36,1.47,1.0804166666666666,4588.0,9.25
264,2020-11-12 01:00:00,2020-11-12,4,1,0,4263.0,4164.0,5119.083333333333,-1.99,5.98,1.0804166666666666,4380.0,12.16
265,2020-11-12 02:00:00,2020-11-12,4,2,0,4092.0,4034.0,5119.083333333333,-10.34,10.89,1.0804166666666666,4218.0,12.18
266,2020-11-12 03:00:00,2020-11-12,4,3,0,4010.0,3931.0,5119.083333333333,-0.86,5.9,1.0804166666666666,4136.0,6.61
267,2020-11-12 04:00:00,2020-11-12,4,4,0,3965.0,3915.0,5119.083333333333,-1.35,0.74,1.0804166666666666,4105.0,4.61
268,2020-11-12 05:00:00,2020-11-12,4,5,0,4017.0,3983.0,5119.083333333333,-1.45,-10.78,1.0804166666666666,4142.0,9.96
269,2020-11-12 06:00:00,2020-11-12,4,6,0,4213.0,4226.0,5119.083333333333,-11.1,-1.35,1.0804166666666666,4314.0,14.14
270,2020-11-12 07:00:00,2020-11-12,4,7,0,4632.0,4585.0,5119.083333333333,0.0,8.68,1.0804166666666666,4830.0,12.88
271,2020-11-12 08:00:00,2020-11-12,4,8,0,5044.0,4998.0,5119.083333333333,4.4,12.98,1.0804166666666666,5184.0,18.15
272,2020-11-12 09:00:00,2020-11-12,4,9,0,5322.0,5258.0,5119.083333333333,4.08,10.47,1.0804166666666666,5378.0,12.13
273,2020-11-12 10:00:00,2020-11-12,4,10,0,5510.0,5333.0,5119.083333333333,2.68,9.72,1.0804166666666666,5489.0,3.3
274,2020-11-12 11:00:00,2020-11-12,4,11,0,5625.0,5366.0,5119.083333333333,1.08,13.98,1.0804166666666666,5509.0,10.8
275,2020-11-12 12:00:00,2020-11-12,4,12,0,5729.0,5418.0,5119.083333333333,0.65,11.38,1.0804166666666666,5574.0,12.3
276,2020-11-12 13:00:00,2020-11-12,4,13,0,5729.0,5483.0,5119.083333333333,0.66,13.58,1.0804166666666666,5567.0,9.19
277,2020-11-12 14:00:00,2020-11-12,4,14,0,5791.0,5491.0,5119.083333333333,0.67,12.3,1.0804166666666666,5607.0,6.46
278,2020-11-12 15:00:00,2020-11-12,4,15,0,5824.0,5487.0,5119.083333333333,0.67,14.12,1.0804166666666666,5584.0,6.5
279,2020-11-12 16:00:00,2020-11-12,4,16,0,5879.0,5532.0,5119.083333333333,2.65,8.29,1.0804166666666666,5593.0,-12.15
280,2020-11-12 17:00:00,2020-11-12,4,17,0,5985.0,5686.0,5119.083333333333,3.35,12.81,1.0804166666666666,5774.0,21.94
281,2020-11-12 18:00:00,2020-11-12,4,18,0,6015.0,5750.0,5119.083333333333,3.62,16.68,1.0804166666666666,5787.0,26.87
282,2020-11-12 19:00:00,2020-11-12,4,19,0,5731.0,5523.0,5119.083333333333,7.27,14.01,1.0804166666666666,5588.0,22.79
283,2020-11-12 20:00:00,2020-11-12,4,20,0,5588.0,5354.0,5119.083333333333,6.99,10.18,1.0804166666666666,5405.0,26.07
284,2020-11-12 21:00:00,2020-11-12,4,21,0,5347.0,5141.0,5119.083333333333,10.68,9.64,1.0804166666666666,5159.0,9.83
285,2020-11-12 22:00:00,2020-11-12,4,22,0,5167.0,4912.0,5119.083333333333,1.28,2.78,1.0804166666666666,4952.0,17.73
286,2020-11-12 23:00:00,2020-11-12,4,23,0,4882.0,4672.0,5119.083333333333,3.65,-0.88,1.0804166666666666,4643.0,16.16
287,2020-11-13 00:00:00,2020-11-13,5,24,0,4588.0,4378.0,5062.75,9.25,0.94,12.0775,4371.0,14.8
288,2020-11-13 01:00:00,2020-11-13,5,1,0,4380.0,4126.0,5062.75,12.16,3.6,12.0775,4125.0,13.59
289,2020-11-13 02:00:00,2020-11-13,5,2,0,4218.0,3990.0,5062.75,12.18,4.06,12.0775,3996.0,10.63
290,2020-11-13 03:00:00,2020-11-13,5,3,0,4136.0,3891.0,5062.75,6.61,4.07,12.0775,3910.0,-3.08
291,2020-11-13 04:00:00,2020-11-13,5,4,0,4105.0,3862.0,5062.75,4.61,6.92,12.0775,3868.0,5.56
292,2020-11-13 05:00:00,2020-11-13,5,5,0,4142.0,3916.0,5062.75,9.96,6.14,12.0775,3924.0,4.67
293,2020-11-13 06:00:00,2020-11-13,5,6,0,4314.0,4152.0,5062.75,14.14,-11.96,12.0775,4145.0,13.85
294,2020-11-13 07:00:00,2020-11-13,5,7,0,4830.0,4540.0,5062.75,12.88,5.03,12.0775,4557.0,14.55
295,2020-11-13 08:00:00,2020-11-13,5,8,0,5184.0,4941.0,5062.75,18.15,7.01,12.0775,4985.0,17.12
296,2020-11-13 09:00:00,2020-11-13,5,9,0,5378.0,5226.0,5062.75,12.13,4.99,12.0775,5241.0,20.82
297,2020-11-13 10:00:00,2020-11-13,5,10,0,5489.0,5337.0,5062.75,3.3,6.56,12.0775,5456.0,32.8
298,2020-11-13 11:00:00,2020-11-13,5,11,0,5509.0,5388.0,5062.75,10.8,6.74,12.0775,5575.0,36.9
299,2020-11-13 12:00:00,2020-11-13,5,12,0,5574.0,5468.0,5062.75,12.3,2.8,12.0775,5616.0,30.6
300,2020-11-13 13:00:00,2020-11-13,5,13,0,5567.0,5496.0,5062.75,9.19,1.4,12.0775,5631.0,33.0
301,2020-11-13 14:00:00,2020-11-13,5,14,0,5607.0,5480.0,5062.75,6.46,9.62,12.0775,5633.0,29.45
302,2020-11-13 15:00:00,2020-11-13,5,15,0,5584.0,5509.0,5062.75,6.5,8.5,12.0775,5578.0,29.54
303,2020-11-13 16:00:00,2020-11-13,5,16,0,5593.0,5505.0,5062.75,-12.15,4.81,12.0775,5572.0,23.42
304,2020-11-13 17:00:00,2020-11-13,5,17,0,5774.0,5600.0,5062.75,21.94,8.4,12.0775,5694.0,24.07
305,2020-11-13 18:00:00,2020-11-13,5,18,0,5787.0,5652.0,5062.75,26.87,8.84,12.0775,5729.0,29.59
306,2020-11-13 19:00:00,2020-11-13,5,19,0,5588.0,5412.0,5062.75,22.79,6.86,12.0775,5581.0,27.58
307,2020-11-13 20:00:00,2020-11-13,5,20,0,5405.0,5263.0,5062.75,26.07,7.4,12.0775,5358.0,22.02
308,2020-11-13 21:00:00,2020-11-13,5,21,0,5159.0,5036.0,5062.75,9.83,8.99,12.0775,5183.0,26.17
309,2020-11-13 22:00:00,2020-11-13,5,22,0,4952.0,4879.0,5062.75,17.73,7.06,12.0775,5012.0,26.0
310,2020-11-13 23:00:00,2020-11-13,5,23,0,4643.0,4622.0,5062.75,16.16,3.18,12.0775,4713.0,26.5
311,2020-11-14 00:00:00,2020-11-14,6,24,0,4371.0,4361.0,4977.208333333333,14.8,-3.7,21.256249999999998,4444.0,31.0
312,2020-11-14 01:00:00,2020-11-14,6,1,0,4125.0,4127.0,4977.208333333333,13.59,1.74,21.256249999999998,4244.0,21.42
313,2020-11-14 02:00:00,2020-11-14,6,2,0,3996.0,4008.0,4977.208333333333,10.63,6.49,21.256249999999998,4107.0,23.67
314,2020-11-14 03:00:00,2020-11-14,6,3,0,3910.0,3898.0,4977.208333333333,-3.08,4.77,21.256249999999998,3984.0,23.64
315,2020-11-14 04:00:00,2020-11-14,6,4,0,3868.0,3848.0,4977.208333333333,5.56,4.22,21.256249999999998,3969.0,16.37
316,2020-11-14 05:00:00,2020-11-14,6,5,0,3924.0,3841.0,4977.208333333333,4.67,6.49,21.256249999999998,3931.0,17.97
317,2020-11-14 06:00:00,2020-11-14,6,6,0,4145.0,3879.0,4977.208333333333,13.85,6.53,21.256249999999998,4016.0,3.26
318,2020-11-14 07:00:00,2020-11-14,6,7,0,4557.0,4044.0,4977.208333333333,14.55,7.55,21.256249999999998,4158.0,2.61
319,2020-11-14 08:00:00,2020-11-14,6,8,0,4985.0,4236.0,4977.208333333333,17.12,7.52,21.256249999999998,4325.0,20.84
320,2020-11-14 09:00:00,2020-11-14,6,9,0,5241.0,4414.0,4977.208333333333,20.82,7.55,21.256249999999998,4498.0,26.99
321,2020-11-14 10:00:00,2020-11-14,6,10,0,5456.0,4574.0,4977.208333333333,32.8,5.62,21.256249999999998,4621.0,23.0
322,2020-11-14 11:00:00,2020-11-14,6,11,0,5575.0,4744.0,4977.208333333333,36.9,5.12,21.256249999999998,4709.0,31.21
323,2020-11-14 12:00:00,2020-11-14,6,12,0,5616.0,4831.0,4977.208333333333,30.6,5.34,21.256249999999998,4780.0,17.02
324,2020-11-14 13:00:00,2020-11-14,6,13,0,5631.0,4910.0,4977.208333333333,33.0,7.39,21.256249999999998,4824.0,20.46
325,2020-11-14 14:00:00,2020-11-14,6,14,0,5633.0,4904.0,4977.208333333333,29.45,6.3,21.256249999999998,4788.0,9.96
326,2020-11-14 15:00:00,2020-11-14,6,15,0,5578.0,4915.0,4977.208333333333,29.54,7.42,21.256249999999998,4847.0,15.07
327,2020-11-14 16:00:00,2020-11-14,6,16,0,5572.0,4911.0,4977.208333333333,23.42,7.01,21.256249999999998,4864.0,8.9
328,2020-11-14 17:00:00,2020-11-14,6,17,0,5694.0,5020.0,4977.208333333333,24.07,3.02,21.256249999999998,5026.0,34.04
329,2020-11-14 18:00:00,2020-11-14,6,18,0,5729.0,5077.0,4977.208333333333,29.59,13.83,21.256249999999998,5149.0,37.9
330,2020-11-14 19:00:00,2020-11-14,6,19,0,5581.0,5058.0,4977.208333333333,27.58,7.72,21.256249999999998,5138.0,32.43
331,2020-11-14 20:00:00,2020-11-14,6,20,0,5358.0,4975.0,4977.208333333333,22.02,14.47,21.256249999999998,5050.0,31.02
332,2020-11-14 21:00:00,2020-11-14,6,21,0,5183.0,4837.0,4977.208333333333,26.17,8.58,21.256249999999998,4970.0,26.42
333,2020-11-14 22:00:00,2020-11-14,6,22,0,5012.0,4726.0,4977.208333333333,26.0,7.01,21.256249999999998,4828.0,18.43
334,2020-11-14 23:00:00,2020-11-14,6,23,0,4713.0,4526.0,4977.208333333333,26.5,6.13,21.256249999999998,4605.0,19.78
335,2020-11-15 00:00:00,2020-11-15,7,24,0,4444.0,4324.0,4578.125,31.0,96.62,21.392083333333332,4395.0,19.6
336,2020-11-15 01:00:00,2020-11-15,7,1,0,4244.0,4104.0,4578.125,21.42,5.51,21.392083333333332,4207.0,-4.74
337,2020-11-15 02:00:00,2020-11-15,7,2,0,4107.0,3968.0,4578.125,23.67,4.86,21.392083333333332,4076.0,-6.83
338,2020-11-15 03:00:00,2020-11-15,7,3,0,3984.0,3874.0,4578.125,23.64,0.7,21.392083333333332,3968.0,-0.39
339,2020-11-15 04:00:00,2020-11-15,7,4,0,3969.0,3802.0,4578.125,16.37,4.63,21.392083333333332,3911.0,31.25
340,2020-11-15 05:00:00,2020-11-15,7,5,0,3931.0,3775.0,4578.125,17.97,4.6,21.392083333333332,3904.0,-2.25
341,2020-11-15 06:00:00,2020-11-15,7,6,0,4016.0,3834.0,4578.125,3.26,4.84,21.392083333333332,3968.0,-3.11
342,2020-11-15 07:00:00,2020-11-15,7,7,0,4158.0,3906.0,4578.125,2.61,3.23,21.392083333333332,4046.0,18.61
343,2020-11-15 08:00:00,2020-11-15,7,8,0,4325.0,4087.0,4578.125,20.84,1.96,21.392083333333332,4186.0,-1.33
344,2020-11-15 09:00:00,2020-11-15,7,9,0,4498.0,4255.0,4578.125,26.99,1.96,21.392083333333332,4369.0,-1.77
345,2020-11-15 10:00:00,2020-11-15,7,10,0,4621.0,4431.0,4578.125,23.0,5.27,21.392083333333332,4454.0,21.23
346,2020-11-15 11:00:00,2020-11-15,7,11,0,4709.0,4577.0,4578.125,31.21,5.77,21.392083333333332,4593.0,-2.84
347,2020-11-15 12:00:00,2020-11-15,7,12,0,4780.0,4724.0,4578.125,17.02,7.78,21.392083333333332,,-1.53
348,2020-11-15 13:00:00,2020-11-15,7,13,0,4824.0,4825.0,4578.125,20.46,8.11,21.392083333333332,4847.0,-4.81
349,2020-11-15 14:00:00,2020-11-15,7,14,0,4788.0,4812.0,4578.125,9.96,10.6,21.392083333333332,4871.0,-3.3
350,2020-11-15 15:00:00,2020-11-15,7,15,0,4847.0,4871.0,4578.125,15.07,11.41,21.392083333333332,4933.0,-3.11
351,2020-11-15 16:00:00,2020-11-15,7,16,0,4864.0,4861.0,4578.125,8.9,13.69,21.392083333333332,5000.0,33.36
352,2020-11-15 17:00:00,2020-11-15,7,17,0,5026.0,4975.0,4578.125,34.04,16.06,21.392083333333332,5132.0,-4.39
353,2020-11-15 18:00:00,2020-11-15,7,18,0,5149.0,5122.0,4578.125,37.9,22.1,21.392083333333332,5197.0,-7.16
354,2020-11-15 19:00:00,2020-11-15,7,19,0,5138.0,5057.0,4578.125,32.43,20.44,21.392083333333332,5187.0,0.12
355,2020-11-15 20:00:00,2020-11-15,7,20,0,5050.0,4984.0,4578.125,31.02,14.39,21.392083333333332,5077.0,22.16
356,2020-11-15 21:00:00,2020-11-15,7,21,0,4970.0,4862.0,4578.125,26.42,12.71,21.392083333333332,4939.0,18.08
357,2020-11-15 22:00:00,2020-11-15,7,22,0,4828.0,4712.0,4578.125,18.43,6.44,21.392083333333332,4807.0,-3.74
358,2020-11-15 23:00:00,2020-11-15,7,23,0,4605.0,4444.0,4578.125,19.78,8.88,21.392083333333332,4541.0,-2.93
359,2020-11-16 00:00:00,2020-11-16,1,24,0,4395.0,4252.0,4548.173913043478,19.6,5.79,4.590833333333333,4301.0,-1.83
360,2020-11-16 01:00:00,2020-11-16,1,1,0,4207.0,4042.0,4548.173913043478,-4.74,4.9,4.590833333333333,4085.0,-3.48
361,2020-11-16 02:00:00,2020-11-16,1,2,0,4076.0,3942.0,4548.173913043478,-6.83,1.74,4.590833333333333,3965.0,-2.32
362,2020-11-16 03:00:00,2020-11-16,1,3,0,3968.0,3835.0,4548.173913043478,-0.39,5.13,4.590833333333333,3875.0,-1.79
363,2020-11-16 04:00:00,2020-11-16,1,4,0,3911.0,3809.0,4548.173913043478,31.25,4.37,4.590833333333333,3853.0,-2.97
364,2020-11-16 05:00:00,2020-11-16,1,5,0,3904.0,3843.0,4548.173913043478,-2.25,4.38,4.590833333333333,3913.0,-9.21
365,2020-11-16 06:00:00,2020-11-16,1,6,0,3968.0,4105.0,4548.173913043478,-3.11,4.66,4.590833333333333,4187.0,13.84
366,2020-11-16 07:00:00,2020-11-16,1,7,0,4046.0,4512.0,4548.173913043478,18.61,10.71,4.590833333333333,4556.0,14.42
367,2020-11-16 08:00:00,2020-11-16,1,8,0,4186.0,4936.0,4548.173913043478,-1.33,12.49,4.590833333333333,4946.0,-7.07
368,2020-11-16 09:00:00,2020-11-16,1,9,0,4369.0,5212.0,4548.173913043478,-1.77,12.63,4.590833333333333,5227.0,8.69
