loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.13571465015411377,0.3683947026729584,0.10734496265649796,0.32763540744781494
0.05677725002169609,0.2382797747850418,0.08120562881231308,0.28496602177619934
0.04935251921415329,0.22215427458286285,0.07855326682329178,0.28027355670928955
0.04699749872088432,0.21678906679153442,0.0812954306602478,0.2851235270500183
0.044878095388412476,0.21184450387954712,0.0801825225353241,0.28316518664360046
0.04415539652109146,0.21013185381889343,0.08281443268060684,0.2877749800682068
0.04173076152801514,0.20428109169006348,0.06923065334558487,0.2631171941757202
0.04074401035904884,0.20185145735740662,0.0772414356470108,0.27792343497276306
0.04203023016452789,0.2050127536058426,0.0859190970659256,0.2931196093559265
0.04082629829645157,0.2020551860332489,0.07989086210727692,0.2826497256755829
0.040025413036346436,0.2000635266304016,0.0779426172375679,0.2791820466518402
0.03800342231988907,0.19494466483592987,0.07393122464418411,0.27190297842025757
0.03763881325721741,0.1940072476863861,0.07489409297704697,0.2736678421497345
0.03743504732847214,0.19348138570785522,0.08958392590284348,0.2993057370185852
0.03709883615374565,0.19261057674884796,0.07199231535196304,0.26831382513046265
