loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.12769398093223572,0.3573429584503174,0.02665039151906967,0.16324947774410248
0.049465108662843704,0.2224075347185135,0.021004395559430122,0.1449289321899414
0.043975334614515305,0.2097029685974121,0.014075163751840591,0.11863879859447479
0.04029079154133797,0.20072565972805023,0.016725150868296623,0.1293257474899292
0.03917758911848068,0.19793330132961273,0.015101682394742966,0.12288890033960342
0.03767678141593933,0.19410507380962372,0.013210110366344452,0.1149352416396141
0.03727686405181885,0.19307217001914978,0.011816623620688915,0.10870429128408432
0.04002021253108978,0.20005051791667938,0.013860928826034069,0.1177324429154396
0.03775880113244057,0.19431623816490173,0.012776252813637257,0.11303208768367767
0.03680877387523651,0.19185613095760345,0.013797027058899403,0.11746075004339218
0.03697122260928154,0.19227902591228485,0.013250998221337795,0.11511298269033432
0.03571325168013573,0.18897950649261475,0.010465133003890514,0.10229923576116562
0.036740802228450775,0.19167889654636383,0.011264831759035587,0.10613591223955154
0.036300212144851685,0.19052614271640778,0.012476138770580292,0.11169663816690445
0.03619140386581421,0.19024038314819336,0.010783457197248936,0.10384342819452286
0.03638962283730507,0.19076064229011536,0.012589017860591412,0.1122007891535759
0.036045849323272705,0.18985743820667267,0.009850534610450268,0.09924986213445663
0.035850636661052704,0.1893426477909088,0.010978917591273785,0.10478033125400543
0.03518102318048477,0.18756605684757233,0.011460941284894943,0.10705578327178955
0.034033939242362976,0.1844829022884369,0.012735370546579361,0.1128510981798172
0.03454386815428734,0.185859814286232,0.009954092092812061,0.0997701957821846
0.03555414453148842,0.18855807185173035,0.01547045074403286,0.12438026815652847
0.037050943821668625,0.1924862116575241,0.02806510217487812,0.16752642393112183
0.034831702709198,0.18663252890110016,0.011284299194812775,0.1062275841832161
0.03587576374411583,0.18940898776054382,0.020404517650604248,0.14284437894821167
