loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.40928176045417786,0.6397512555122375,0.22458194196224213,0.47390079498291016
0.14538994431495667,0.38130033016204834,0.16875912249088287,0.41080302000045776
0.0720474049448967,0.26841652393341064,0.15434923768043518,0.39287304878234863
0.04633311182260513,0.21525129675865173,0.15569345653057098,0.3945801258087158
0.04035196825861931,0.20087797939777374,0.14721067249774933,0.38368043303489685
0.051877085119485855,0.22776541113853455,0.15897278487682343,0.39871394634246826
0.035150185227394104,0.18748387694358826,0.1418466717004776,0.3766253590583801
0.02375207282602787,0.15411706268787384,0.14238472282886505,0.3773390054702759
0.022680938243865967,0.15060193836688995,0.14172758162021637,0.376467227935791
0.02552584744989872,0.15976810455322266,0.13776934146881104,0.3711729347705841
0.02200636826455593,0.1483454704284668,0.13352976739406586,0.3654172718524933
0.018583495169878006,0.1363212913274765,0.14157767593860626,0.3762681186199188
0.019243421033024788,0.13872067630290985,0.14860805869102478,0.38549715280532837
0.07532811164855957,0.2744596600532532,0.20121756196022034,0.4485728144645691
0.05012163147330284,0.22387857735157013,0.15187673270702362,0.3897136151790619
0.022568173706531525,0.15022705495357513,0.14652353525161743,0.3827839195728302
0.01837826520204544,0.13556647300720215,0.14808140695095062,0.38481348752975464
0.017247576266527176,0.13133001327514648,0.14167529344558716,0.3763977587223053
0.016796734184026718,0.12960219383239746,0.1430566906929016,0.3782283365726471
