label,type,time,value
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 00:00:00","10.89"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 01:00:00","9.86"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 02:00:00","10.08"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 03:00:00","10.15"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 04:00:00","10.02"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 05:00:00","9.88"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 06:00:00","7.41"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 07:00:00","7.54"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 08:00:00","10.33"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 09:00:00","8.88"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 10:00:00","9.84"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 11:00:00","9.27"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 12:00:00","7.74"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 13:00:00","7.69"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 14:00:00","7.62"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 15:00:00","7.62"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 16:00:00","7.65"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 17:00:00","7.55"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 18:00:00","7.34"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 19:00:00","9.37"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 20:00:00","12.06"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 21:00:00","7.7"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 22:00:00","9.19"
"Zone J - NEW YORK CITY (DA)","price","2021-04-03 23:00:00","8.96"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 00:00:00","7.41"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 01:00:00","5.37"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 02:00:00","5.39"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 03:00:00","5.43"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 04:00:00","5.72"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 05:00:00","6.49"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 06:00:00","7.37"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 07:00:00","5.94"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 08:00:00","7.47"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 09:00:00","7.52"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 10:00:00","7.52"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 11:00:00","7.49"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 12:00:00","7.47"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 13:00:00","7.49"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 14:00:00","7.27"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 15:00:00","6.2"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 16:00:00","7.22"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 17:00:00","5.49"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 18:00:00","5.8"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 19:00:00","7.61"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 20:00:00","7.65"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 21:00:00","7.47"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 22:00:00","7.62"
"Zone J - NEW YORK CITY (DA)","price","2021-04-04 23:00:00","7.65"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 00:00:00","5.37"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 01:00:00","5.15"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 02:00:00","4.99"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 03:00:00","5.36"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 04:00:00","5.12"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 05:00:00","5.38"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 06:00:00","7.47"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 07:00:00","7.67"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 08:00:00","10.03"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 09:00:00","11.5"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 10:00:00","9.62"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 11:00:00","8.35"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 12:00:00","8.05"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 13:00:00","8.09"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 14:00:00","6.16"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 15:00:00","5.69"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 16:00:00","5.62"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 17:00:00","5.84"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 18:00:00","6.06"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 19:00:00","7.62"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 20:00:00","8.96"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 21:00:00","7.69"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 22:00:00","7.63"
"Zone J - NEW YORK CITY (DA)","price","2021-04-05 23:00:00","7.58"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 00:00:00","7.25"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 01:00:00","5.36"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 02:00:00","5.39"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 03:00:00","5.56"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 04:00:00","5.35"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 05:00:00","6.53"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 06:00:00","7.54"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 07:00:00","7.77"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 08:00:00","9.29"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 09:00:00","11.5"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 10:00:00","14.03"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 11:00:00","10.48"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 12:00:00","9.02"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 13:00:00","8.53"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 14:00:00","8.27"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 15:00:00","7.74"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 16:00:00","7.77"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 17:00:00","7.74"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 18:00:00","7.69"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 19:00:00","8.95"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 20:00:00","12.32"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 21:00:00","7.68"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 22:00:00","7.71"
"Zone J - NEW YORK CITY (DA)","price","2021-04-06 23:00:00","6.97"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 00:00:00","7.44"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 01:00:00","7.33"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 02:00:00","6.58"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 03:00:00","6.05"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 04:00:00","7.38"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 05:00:00","7.48"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 06:00:00","7.45"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 07:00:00","8.24"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 08:00:00","11.95"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 09:00:00","11.66"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 10:00:00","10.49"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 11:00:00","10.78"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 12:00:00","10.18"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 13:00:00","10.28"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 14:00:00","9.2"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 15:00:00","9.09"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 16:00:00","8.54"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 17:00:00","7.7"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 18:00:00","7.68"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 19:00:00","8.95"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 20:00:00","8.95"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 21:00:00","7.59"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 22:00:00","7.71"
"Zone J - NEW YORK CITY (DA)","price","2021-04-07 23:00:00","5.51"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 00:00:00","4.93"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 01:00:00","3.88"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 02:00:00","3.57"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 03:00:00","3.81"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 04:00:00","4.17"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 05:00:00","5.37"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 06:00:00","5.46"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 07:00:00","6.72"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 08:00:00","7.85"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 09:00:00","7.74"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 10:00:00","7.6"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 11:00:00","7.66"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 12:00:00","7.67"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 13:00:00","7.68"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 14:00:00","7.39"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 15:00:00","6.66"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 16:00:00","5.56"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 17:00:00","6.37"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 18:00:00","5.73"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 19:00:00","7.59"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 20:00:00","7.56"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 21:00:00","5.45"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 22:00:00","4.39"
"Zone J - NEW YORK CITY (DA)","price","2021-04-08 23:00:00","3.34"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 00:00:00","2.86"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 01:00:00","2.9"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 02:00:00","3.06"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 03:00:00","2.98"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 04:00:00","2.89"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 05:00:00","2.72"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 06:00:00","3.4"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 07:00:00","4.09"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 08:00:00","7.56"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 09:00:00","7.61"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 10:00:00","7.57"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 11:00:00","7.61"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 12:00:00","7.65"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 13:00:00","7.68"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 14:00:00","7.74"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 15:00:00","7.73"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 16:00:00","7.67"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 17:00:00","7.75"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 18:00:00","7.71"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 19:00:00","7.59"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 20:00:00","8.01"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 21:00:00","5.77"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 22:00:00","5.46"
"Zone J - NEW YORK CITY (DA)","price","2021-04-09 23:00:00","5.44"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 00:00:00","2.35"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 01:00:00","1.79"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 02:00:00","1.48"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 03:00:00","2.13"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 04:00:00","2.08"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 05:00:00","2.79"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 06:00:00","3.15"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 07:00:00","3.55"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 08:00:00","5.29"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 09:00:00","5.44"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 10:00:00","7.41"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 11:00:00","7.45"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 12:00:00","7.51"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 13:00:00","6.77"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 14:00:00","6.57"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 15:00:00","6.14"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 16:00:00","7.29"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 17:00:00","6.92"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 18:00:00","5.77"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 19:00:00","5.42"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 20:00:00","5.21"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 21:00:00","5.38"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 22:00:00","4.24"
"Zone J - NEW YORK CITY (DA)","price","2021-04-10 23:00:00","2.95"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 00:00:00","1.69"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 01:00:00","1.44"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 02:00:00","1.55"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 03:00:00","1.45"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 04:00:00","1.48"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 05:00:00","1.47"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 06:00:00","2.55"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 07:00:00","3.85"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 08:00:00","3.56"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 09:00:00","5.03"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 10:00:00","5.22"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 11:00:00","5.29"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 12:00:00","5.45"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 13:00:00","6.86"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 14:00:00","6.44"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 15:00:00","5.7"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 16:00:00","5.56"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 17:00:00","5.34"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 18:00:00","5.31"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 19:00:00","7.04"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 20:00:00","7"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 21:00:00","5.96"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 22:00:00","5.33"
"Zone J - NEW YORK CITY (DA)","price","2021-04-11 23:00:00","5.37"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 00:00:00","5.14"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 01:00:00","2.6"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 02:00:00","4.64"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 03:00:00","3.18"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 04:00:00","2.61"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 05:00:00","5.02"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 06:00:00","7.34"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 07:00:00","7.93"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 08:00:00","10.7"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 09:00:00","10.86"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 10:00:00","10.98"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 11:00:00","9.9"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 12:00:00","9.79"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 13:00:00","10.01"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 14:00:00","9.52"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 15:00:00","9.01"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 16:00:00","9.21"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 17:00:00","7.65"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 18:00:00","7.49"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 19:00:00","10.61"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 20:00:00","11.83"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 21:00:00","9.62"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 22:00:00","6.69"
"Zone J - NEW YORK CITY (DA)","price","2021-04-12 23:00:00","7.46"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 00:00:00","5.44"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 01:00:00","5.7"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 02:00:00","5.5"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 03:00:00","6.19"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 04:00:00","5.73"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 05:00:00","7.43"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 06:00:00","8.73"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 07:00:00","9.81"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 08:00:00","15.45"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 09:00:00","15.81"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 10:00:00","16.33"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 11:00:00","14.85"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 12:00:00","11.9"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 13:00:00","10.29"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 14:00:00","10"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 15:00:00","8.02"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 16:00:00","8.94"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 17:00:00","8.92"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 18:00:00","10.17"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 19:00:00","14.24"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 20:00:00","15.38"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 21:00:00","11.77"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 22:00:00","7.79"
"Zone J - NEW YORK CITY (DA)","price","2021-04-13 23:00:00","7.72"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 00:00:00","7.65"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 01:00:00","7.63"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 02:00:00","7.56"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 03:00:00","7.57"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 04:00:00","7.56"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 05:00:00","8.82"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 06:00:00","9.54"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 07:00:00","13.46"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 08:00:00","18.54"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 09:00:00","21.85"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 10:00:00","19.56"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 11:00:00","17.2"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 12:00:00","17.48"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 13:00:00","17.42"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 14:00:00","14.93"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 15:00:00","11.73"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 16:00:00","12.43"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 17:00:00","13.11"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 18:00:00","12.55"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 19:00:00","15.85"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 20:00:00","18.29"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 21:00:00","14.9"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 22:00:00","10.91"
"Zone J - NEW YORK CITY (DA)","price","2021-04-14 23:00:00","9.01"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 00:00:00","7.6"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 01:00:00","5.73"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 02:00:00","5.82"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 03:00:00","5.9"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 04:00:00","7.59"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 05:00:00","7.51"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 06:00:00","10.86"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 07:00:00","13.03"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 08:00:00","18.29"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 09:00:00","17.48"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 10:00:00","15.39"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 11:00:00","15.79"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 12:00:00","15.03"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 13:00:00","13.38"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 14:00:00","12.89"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 15:00:00","11.08"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 16:00:00","11.42"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 17:00:00","10.37"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 18:00:00","11.48"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 19:00:00","13.77"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 20:00:00","16.04"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 21:00:00","11.86"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 22:00:00","10.68"
"Zone J - NEW YORK CITY (DA)","price","2021-04-15 23:00:00","9.2"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 00:00:00","6.18"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 01:00:00","5.63"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 02:00:00","5.79"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 03:00:00","5.68"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 04:00:00","5.54"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 05:00:00","6.42"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 06:00:00","6.44"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 07:00:00","11.27"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 08:00:00","14.17"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 09:00:00","15.18"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 10:00:00","14.83"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 11:00:00","12.08"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 12:00:00","12.56"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 13:00:00","12.66"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 14:00:00","11.26"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 15:00:00","10.31"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 16:00:00","9.14"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 17:00:00","9.02"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 18:00:00","9.44"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 19:00:00","10.23"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 20:00:00","11.16"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 21:00:00","8.95"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 22:00:00","8.96"
"Zone J - NEW YORK CITY (DA)","price","2021-04-16 23:00:00","8.92"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 00:00:00","7.44"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 01:00:00","7.06"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 02:00:00","6.85"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 03:00:00","7.39"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 04:00:00","7.43"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 05:00:00","7.38"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 06:00:00","7.42"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 07:00:00","7.5"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 08:00:00","9.32"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 09:00:00","10.91"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 10:00:00","11.77"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 11:00:00","12.35"
"Zone J - NEW YORK CITY (DA)","price","2021-04-17 12:00:00","10.12"
