loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.17480044066905975,0.41809141635894775,0.08681584894657135,0.2946452796459198
0.05938498303294182,0.2436903417110443,0.07106335461139679,0.2665770947933197
0.051601432263851166,0.22715948522090912,0.059756796807050705,0.24445202946662903
0.0477108396589756,0.2184281051158905,0.06288743019104004,0.25077366828918457
0.04644913226366043,0.21552060544490814,0.058019205927848816,0.24087175726890564
0.04552376642823219,0.21336299180984497,0.057958219200372696,0.24074512720108032
0.044685155153274536,0.21138863265514374,0.0650421753525734,0.2550336718559265
0.04430842027068138,0.21049565076828003,0.06533723324537277,0.25561147928237915
0.04409969598054886,0.20999927818775177,0.061240311712026596,0.2474678009748459
0.043041303753852844,0.20746397972106934,0.061912789940834045,0.24882280826568604
0.04371615871787071,0.20908409357070923,0.058484163135290146,0.24183499813079834
0.041923463344573975,0.20475220680236816,0.05741797015070915,0.23962047696113586
0.04189639911055565,0.20468610525131226,0.05639250576496124,0.2374710589647293
0.04248424991965294,0.20611707866191864,0.056560032069683075,0.23782353103160858
0.04111454263329506,0.20276720821857452,0.060669273138046265,0.24631133675575256
0.04139149188995361,0.20344899594783783,0.06316361576318741,0.25132372975349426
0.04191834479570389,0.20473970472812653,0.06285926699638367,0.25071749091148376
0.0433591865003109,0.2082286924123764,0.05722840875387192,0.2392245978116989
0.04154197871685028,0.20381850004196167,0.06507477909326553,0.2550975978374481
0.04078008607029915,0.20194080471992493,0.0682535469532013,0.26125380396842957
0.0406232587993145,0.2015521228313446,0.060896966606378555,0.2467731088399887
