"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"COFMUAQ","198307","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198308","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198309","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198310","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198311","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198312","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198313","28.14","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198401","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198402","27.52","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198403","28.38","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198404","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198405","28.42","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198406","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198407","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198408","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198409","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198410","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198411","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198412","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198413","27.46","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198501","25.84","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198502","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198503","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198504","27.01","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198505","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198506","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198507","25.4","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198508","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198509","26.36","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198510","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198511","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198512","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198513","26.3","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198601","21.77","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198602","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198603","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198604","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198605","12.2","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198606","11.75","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198607","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198608","10.66","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198609","11.16","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198610","12.59","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198611","13.03","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198612","13.82","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198613","13.3","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198701","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198702","16.91","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198703","16.05","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198704","17.03","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198705","17.23","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198706","17.61","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198707","18.8","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198708","18.32","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198709","17.58","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198710","17.13","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198711","16.84","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198712","16.53","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198713","17.27","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198801","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198802","14.56","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198803","13.84","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198804","15.41","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198805","15.07","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198806","14.08","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198807","14.04","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198808","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198809","12","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198810","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198811","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198812","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198813","13.7","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198901","16.3","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
