"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NTCASUS","200910","6.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","200911","5.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","200912","6.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","200913","6.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201001","7.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201002","5.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201003","5.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201004","5.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201005","7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201006","9.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201007","12.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201008","13.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201009","8.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201010","6.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201011","5.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201012","7.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201013","7.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201101","6.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201102","6.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201103","5.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201104","6.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201105","7.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201106","9.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201107","14","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201108","11.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201109","8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201110","5.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201111","6.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201112","6.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201113","7.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201201","6.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201202","6.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201203","7.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201204","9.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201205","10.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201206","10.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201207","17.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201208","11.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201209","8.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201210","6.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201211","6.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201212","5.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201213","8.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201301","6.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201302","6.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201303","7.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201304","7.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201305","7.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201306","8.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201307","12.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201308","10.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201309","9.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201310","7.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201311","7.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201312","8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201313","8.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201401","9.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201402","7.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201403","7.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201404","6.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201405","7.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201406","8.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201407","9.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201408","10","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201409","9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201410","8.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201411","7.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201412","7.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201413","8.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201501","7.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201502","8.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201503","7.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201504","8.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201505","9.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201506","11.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201507","13.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201508","12.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201509","11.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201510","9.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201511","9.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201512","8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201513","9.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201601","7.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201602","7.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201603","9.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201604","10.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201605","10.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201606","12.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201607","16.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201608","16.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201609","12.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201610","10.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201611","9.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201612","7.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201613","11","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201701","8.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201702","8.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201703","9.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201704","8.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201705","8.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201706","10.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201707","12.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201708","11.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201709","10.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201710","9.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201711","8.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201712","9.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201713","9.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201801","11.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201802","9.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201803","10.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201804","10.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201805","11.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201806","12.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201807","16.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201808","15.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201809","13.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201810","11.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201811","10.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201812","9.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201813","11.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201901","9.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201902","10","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201903","9.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201904","9.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201905","10.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201906","11.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201907","15.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201908","15","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201909","13","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201910","11.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201911","10.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201912","10.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","201913","11.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202001","10.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202002","11.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202003","10.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202004","9.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202005","9.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202006","12.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202007","16.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202008","14.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202009","11.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202010","11.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202011","9.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202012","10.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202013","11.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202101","8.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202102","10.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202103","8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202104","10.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202105","9.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202106","15","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202107","16.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202108","17","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202109","11.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202110","12.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202111","11.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202112","9.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202113","11.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202201","11.5","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202202","10","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202203","8.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202204","10.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202205","13.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202206","17.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202207","22.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202208","20.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202209","14.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202210","10.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202211","11.8","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202212","13.6","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202213","13.7","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202301","9.4","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202302","9.1","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202303","10.2","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202304","12.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202305","13.9","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NTCASUS","202306","17.3","4","Natural Gas Gas Turbine Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200801","9.2","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200802","7.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200803","8.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200804","8.8","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200805","12.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200806","17.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200807","19.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200808","18.3","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200809","13.5","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200810","11.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200811","9.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200812","9.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200813","12.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200901","7.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200902","7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200903","7.5","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200904","8.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200905","10.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200906","15.5","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200907","18.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200908","19.3","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200909","13.3","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200910","8.2","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200911","6.3","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200912","7.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","200913","10.9","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201001","9.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201002","8","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201003","6.8","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201004","7.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201005","10.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201006","15.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201007","18.9","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201008","21.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201009","13.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201010","8.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201011","6.5","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201012","6.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201013","11.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201101","7.8","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201102","9.5","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201103","7.5","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201104","10.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201105","10.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201106","16.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201107","21.5","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201108","21.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201109","12.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201110","8.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201111","7.2","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201112","6.5","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201113","11.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201201","6.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201202","7.2","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201203","9.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201204","15","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201205","14.8","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201206","17.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201207","21.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201208","21.5","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201209","13.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201210","10","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201211","9.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201212","6.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201213","12.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201301","8.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201302","7.5","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201303","7.6","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201304","8.2","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201305","10.2","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201306","15.2","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201307","18.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201308","17.8","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201309","14.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201310","9.2","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201311","7.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201312","8.8","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201313","11.2","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201401","10.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201402","9.3","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201403","7.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201404","7.5","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201405","9.8","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201406","11.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201407","14.7","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201408","16.1","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201409","12.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201410","10.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201411","7.8","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
"NYCASUS","201412","6.4","5","Natural Gas Conventional Steam Plants Generating Units, Capacity Factor","Percent"
