loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.17483504116535187,0.41813281178474426,0.030596336349844933,0.17491808533668518
0.053251393139362335,0.23076263070106506,0.0205133818089962,0.14322493970394135
0.05268733203411102,0.2295372188091278,0.025308910757303238,0.15908774733543396
0.04254645109176636,0.20626790821552277,0.015779605135321617,0.1256168931722641
0.04220744967460632,0.20544451475143433,0.017060618847608566,0.13061630725860596
0.040518809109926224,0.20129284262657166,0.012691237963736057,0.1126553937792778
0.03808777779340744,0.1951608955860138,0.015450675040483475,0.12430074065923691
0.03753436356782913,0.19373787939548492,0.012424031272530556,0.11146313697099686
0.03875885531306267,0.19687268137931824,0.01247361209243536,0.11168532818555832
0.03580983355641365,0.1892348676919937,0.014304517768323421,0.11960149556398392
0.039154648780822754,0.19787533581256866,0.01556024793535471,0.12474071979522705
0.03775918856263161,0.19431723654270172,0.014123850502073765,0.11884380877017975
0.03645189106464386,0.1909237802028656,0.013431793078780174,0.11589561402797699
0.037004504352808,0.19236554205417633,0.014392697252333164,0.11996956914663315
0.034691400825977325,0.1862562745809555,0.012562871910631657,0.11208421736955643
0.034475937485694885,0.18567697703838348,0.019698623567819595,0.1403517872095108
