loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.08506331592798233,0.29165616631507874,0.024772264063358307,0.15739206969738007
0.04611309990286827,0.2147396057844162,0.03132065013051033,0.17697641253471375
0.04222340136766434,0.2054833322763443,0.01792597956955433,0.13388793170452118
0.04133472964167595,0.20330944657325745,0.022200267761945724,0.14899754524230957
0.03976869210600853,0.19942089915275574,0.0148163465783,0.12172241508960724
0.037683963775634766,0.19412358105182648,0.013723911717534065,0.11714909970760345
0.03737812861800194,0.19333423674106598,0.0217575840651989,0.147504523396492
0.03809618949890137,0.1951824575662613,0.01337417308241129,0.11564675718545914
0.03802405670285225,0.19499757885932922,0.028303692117333412,0.16823701560497284
0.03658017888665199,0.1912594586610794,0.015780001878738403,0.12561847269535065
0.03778144717216492,0.19437450170516968,0.014950782060623169,0.12227339297533035
0.036304228007793427,0.19053667783737183,0.030185138806700706,0.17373870313167572
0.036204129457473755,0.19027382135391235,0.01832808181643486,0.13538125157356262
0.036405049264431,0.19080106914043427,0.012219117023050785,0.11054011434316635
0.03631223738193512,0.19055770337581635,0.014247821643948555,0.11936423927545547
0.0349777415394783,0.1870233714580536,0.012136386707425117,0.11016526818275452
0.03413470834493637,0.18475580215454102,0.014528345316648483,0.12053358554840088
0.03646141290664673,0.1909487247467041,0.015102148987352848,0.12289080023765564
0.03478015214204788,0.186494380235672,0.01460040919482708,0.12083215266466141
0.036474648863077164,0.1909833699464798,0.014891074039041996,0.12202899158000946
0.03505086526274681,0.1872187703847885,0.012605426833033562,0.11227389425039291
0.0358426570892334,0.1893215775489807,0.011737433262169361,0.10833943635225296
0.03419367969036102,0.18491533398628235,0.016871262341737747,0.12988942861557007
0.0359046570956707,0.18948523700237274,0.012806618586182594,0.11316633224487305
0.03514473885297775,0.18746930360794067,0.013489838689565659,0.11614576727151871
0.03489726409316063,0.18680809438228607,0.016432302072644234,0.12818853557109833
0.033927254378795624,0.18419352173805237,0.011999993585050106,0.10954448580741882
0.035106658935546875,0.18736770749092102,0.012154040858149529,0.11024536937475204
0.035636961460113525,0.18877755105495453,0.012027263641357422,0.10966888070106506
0.033824119716882706,0.18391335010528564,0.012386486865580082,0.11129459738731384
